,StopLocationID,StopNameShort,StopNameLong,StopType,SuburbName,PostCode,RegionName,LocalGovernmentArea,StatDivision,GPSLat,GPSLong
25736,2885,Sharrock Drive,Sharrock Dr/Centre Dandenong Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.979209999999995,145.12612
25737,2886,Shelford Grove,Shelford Gr/Centre Dandenong Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.981044,145.128385
25739,2888,Dingley Village SC,Dingley Village Shopping Centre/Centre Dandenong Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.983709999999995,145.13263
25743,2905,Gunyah Road,Gunyah Rd/Springfield Rd (Blackburn North),Kerbside,Blackburn North,3130.0,Melbourne,Whitehorse,Greater Metro,-37.811763,145.16486799999998
25747,3160,Springvale Road,Springvale Rd/Springfield Rd (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.812993,145.175286
25749,3162,Lemon Grove,Lemon Gr/Springfield Rd (Nunawading),Kerbside,Nunawading,3131.0,Melbourne,Whitehorse,Greater Metro,-37.809665,145.184011
25799,13450,Monkami Training Centre,Monkami Training Centre/Dorset Rd (Croydon),Kerbside,Croydon,3136.0,Melbourne,Maroondah,Greater Metro,-37.786159999999995,145.292435
25803,13457,Mt Dandenong Road,Mt. Dandenong Rd/Main St (Croydon),Bus Bay,Croydon,3136.0,Melbourne,Maroondah,Greater Metro,-37.79828,145.28048
25808,13821,Olivette Avenue,Olivette Ave/Mt. Dandenong Tourist Rd (Upper Ferntree Gully),Kerbside,Upper Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.892959000000005,145.325719
25831,13995,Barb Street - Stop 44,44-Barb St/Raleigh Rd (Maribyrnong),Kerbside,Maribyrnong,3032.0,Melbourne,Maribyrnong,Greater Metro,-37.768895,144.89198000000002
25832,14042,Cambden Park Pde,Cambden Park Pde/Scoresby Rd (Ferntree Gully),Bus Bay,Ferntree Gully,3156.0,Melbourne,Knox,Greater Metro,-37.882462,145.257651
25921,21574,Bentons Road,Bentons Rd/Racecourse Rd (Mornington),Bus Bay,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.248872,145.059935
25925,21578,Moorhead Avenue,Moorhead Ave/Bentons Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.247833,145.052143
25930,21583,Veda Avenue,Veda Ave/Dunns Rd (Mount Martha),Kerbside,Mount Martha,3934.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.254751,145.04275800000002
25934,21587,Balcombe Drive,Balcombe Dr/Racecourse Rd (Mount Martha),Kerbside,Mount Martha,3934.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.254991,145.056429
25940,21593,Civic Reserve,Civic Reserve/Dunns Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.235343,145.05028000000001
25947,21970,Pender Avenue,Pender Ave/Strachans Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.236672,145.03520600000002
25948,21974,Taranna St,Taranna St/Bungower Rd (Mornington),Kerbside,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.221153,145.05903899999998
25950,22179,Queen Street,Queen St/Main St (Mornington),Bus Bay,Mornington,3931.0,Mornington Peninsula,Mornington Peninsula,Greater Metro,-38.217117,145.03688799999998
25962,12099,Woodlands Avenue,Woodlands Ave/Mt. Dandenong Tourist Rd (Sassafras),Safety Zone,Sassafras,3787.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.863440000000004,145.35336
25971,12548,Sherbrooke Road,Sherbrooke Rd/Mt. Dandenong Tourist Rd (Sherbrooke),Bus Bay,Sherbrooke,3789.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.874638,145.343426
25977,12554,Mt Dandenong Tourist Road,Mt. Dandenong Tourist Rd/Old Main Rd (Ferny Creek),Kerbside,Ferny Creek,3786.0,Yarra Ranges,Yarra Ranges,Greater Metro,-37.883152,145.337677
25998,60,Manningham Rd,Manningham Rd/Williamsons Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.77856,145.123679
25999,101,Aquarena,Aquarena/Williamsons Rd (Templestowe Lower),Kerbside,Templestowe Lower,3107.0,Melbourne,Manningham,Greater Metro,-37.774390000000004,145.12643300000002
26002,285,Montpellier Cres,Montpellier Cres/Williamsons Rd (Templestowe Lower),Kerbside,Templestowe Lower,3107.0,Melbourne,Manningham,Greater Metro,-37.767828,145.13086
26005,598,Foote St,Foote St/Williamsons Rd (Templestowe),Bus Bay,Templestowe,3106.0,Melbourne,Manningham,Greater Metro,-37.75868,145.13388799999998
26007,601,Porter St,Porter St/Williamsons Rd (Templestowe),Kerbside,Templestowe,3106.0,Melbourne,Manningham,Greater Metro,-37.753495,145.134737
26012,715,Manningham Rd,90 Williamsons Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.780248,145.123674
26013,746,Joseph Court,Joseph Ct/Milne Rd (Park Orchards),Kerbside,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.784037,145.22974
26014,748,Milne Road,Milne Rd/Berringa Rd (Park Orchards),Kerbside,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.78313,145.22748
26015,750,Dalry Avenue,Dalry Ave/Park Rd (Park Orchards),Kerbside,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.78147,145.224684
26016,752,Euston Avenue,Euston Ave/Park Rd (Park Orchards),Kerbside,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.780894,145.223511
26019,762,Bulleen Rd,Bulleen Rd/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.779378,145.081785
26020,769,Hopetoun Rd,Hopetoun Rd/Park Rd (Park Orchards),Kerbside,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.779129,145.21820400000001
26021,843,Sandra St,Sandra St/Thompsons Rd (Bulleen),Kerbside,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.77883,145.08245
26023,845,Stanley St,Stanley St/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.775884999999995,145.089016
26026,848,Kathleen Gr,Kathleen Gr/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.77203,145.097015
26027,849,Bulleen Terminus,Bulleen Terminus/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.769871,145.09975
26028,954,Westfield Dr,Westfield Dr/Williamsons Rd (Doncaster),Kerbside,Doncaster,3108.0,Melbourne,Manningham,Greater Metro,-37.782486999999996,145.12409
26029,970,Rosebank Tce,Rosebank Tce/Manningham Rd (Bulleen),Kerbside,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.771646000000004,145.101334
26030,975,Hotham St,Hotham St/Manningham Rd (Templestowe Lower),Kerbside,Templestowe Lower,3107.0,Melbourne,Manningham,Greater Metro,-37.773022999999995,145.109871
26031,988,Hugo St,Hugo St/Thompsons Rd (Bulleen),Kerbside,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.777159999999995,145.086064
26032,989,Balwyn Rd,Balwyn Rd/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.776036,145.08905
26033,991,Macedon Square SC,Macedon Square Shopping Centre/Manningham Rd (Templestowe Lower),Bus Bay,Templestowe Lower,3107.0,Melbourne,Manningham,Greater Metro,-37.773502,145.113462
26034,1033,High St,High St/Manningham Rd (Templestowe Lower),Kerbside,Templestowe Lower,3107.0,Melbourne,Manningham,Greater Metro,-37.774578000000005,145.115724
26035,1035,Thompsons Heights SC,Thompsons Heights Shopping Centre/Thompsons Rd (Bulleen),Bus Bay,Bulleen,3105.0,Melbourne,Manningham,Greater Metro,-37.775213,145.091499
26037,1094,Park Orchards PS,Park Orchards Primary School/Park Rd (Park Orchards),Bus Bay,Park Orchards,3114.0,Melbourne,Manningham,Greater Metro,-37.77779,145.21447
26047,50108,Felix Way,Felix Way/Hummingbird Bvd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.835483,144.660355
26048,50110,Connell St,Connell St/Hummingbird Bvd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.835347999999996,144.65813
26051,50113,Edmund Drive,Edmund Dr/Moorookyle Ave (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.841775,144.655949
26056,50118,Lucia Av,Lucia Ave/Sayers Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.84533,144.658632
26057,50119,Sayers Road,Sayers Rd/Babele Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.846339,144.660464
26058,50120,Sayers Rd,Sayers Rd/Babele Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.84623,144.660439
26059,50121,Evadene Drive,Evadene Dr/Babele Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.849253000000004,144.660598
26060,50122,Evadene Dr,Evadene Dr/Babele Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.849251,144.660557
26061,50123,Amelie Parade,Amelie Pde/Bethany Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.851838,144.662236
26065,50127,Tarneit Road,Tarneit Rd/Bethany Rd (Tarneit),Kerbside,Tarneit,3029.0,Melbourne,Wyndham,Greater Metro,-37.852408000000004,144.667624
26067,50129,Julier Cresent,Julier Cres/Mossfiel Dr (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.869285999999995,144.69087199999998
26068,50130,Bourke Cres,Bourke Cres/Mossfiel Dr (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.86991,144.69099
26069,50131,Hogans Road,Hogans Rd/Cumming Dr (Hoppers Crossing),Kerbside,Hoppers Crossing,3029.0,Melbourne,Wyndham,Greater Metro,-37.864187,144.69491599999998
26073,50135,Ross Street,Ross St/Overton Rd (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.866461,144.740811
26074,50136,Palmers Road,Palmers Rd/Overton Rd (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.866578999999994,144.74872299999998
26075,50137,Overton Road,Overton Rd/Kendall St (Williams Landing),Kerbside,Williams Landing,3027.0,Melbourne,Wyndham,Greater Metro,-37.86768,144.745934
26078,15031,Huntingdale Road,Huntingdale Rd/Ferntree Gully Rd (Mount Waverley),Kerbside,Mount Waverley,3149.0,Melbourne,Monash,Greater Metro,-37.896996,145.10692
26080,15033,Stamford Road,Stamford Rd/Ferntree Gully Rd (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.896273,145.100152
26081,15034,Taylor Street,Taylor St/Atkinson St (Oakleigh),Kerbside,Oakleigh,3166.0,Melbourne,Monash,Greater Metro,-37.895989,145.09284
26084,15058,Heath Street,Heath St/Watsons Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.899836,145.168514
26085,15059,Brentwood Secondary College,Brentwood Secondary College/Watsons Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.898333,145.168796
26092,15067,Springvale Road,Springvale Rd/Waverley Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.888912,145.165007
26094,15316,Vigil Avenue,Vigil Ave/Camelot Dr (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.867241,145.18092099999998
26097,15319,Chatswood Close,Chatswood Cl/Westlands Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.872588,145.17883600000002
26098,15320,Swan Court,Swan Ct/Westlands Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.874139,145.178529
26099,15414,Carramar Avenue,Carramar Ave/Coleman Pde (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.878908,145.15918200000002
26102,15418,Blackburn Road,Blackburn Rd/Normanby Rd (Clayton),Kerbside,Clayton,3168.0,Melbourne,Monash,Greater Metro,-37.906578,145.14078
26107,15443,Oranna Court,Oranna Ct/Canova Dr (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.863984,145.162979
26108,15444,Willow Avenue,Willow Ave/Gyton Ave (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.8652,145.16109
26109,15445,Willow Ave Shopping Centre,Willow Ave Shopping Centre/Willow Ave (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.86538,145.1575
26113,15452,Gwingana Crescent,Gwingana Cres/Waverley Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.889944,145.17441100000002
26115,15454,Capital Avenue,Capital Ave/High Street Rd (Glen Waverley),Kerbside,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.876544,145.18641599999998
26116,15640,Kerrie Road,Kerrie Rd/High Street Rd (Glen Waverley),Bus Bay,Glen Waverley,3150.0,Melbourne,Monash,Greater Metro,-37.875397,145.177266
26121,51398,Rosebank Dr,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),Bus Bay,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.077887,145.296989
26122,51399,Rosebank Dr,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),Bus Bay,Cranbourne North,3977.0,Melbourne,Casey,Greater Metro,-38.076509,145.296855
26123,3363,Herne Close,Herne Cl/Chapel Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.9379,145.04856
26124,3364,Chapel Road,Chapel Rd/South Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.934809,145.048281
26126,3366,Moorabbin Station,Moorabbin Railway Station/Station St (Moorabbin),Bus Bay,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.935272999999995,145.03690600000002
26127,3398,Bluff Road,Bluff Rd/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.94634,145.02154
26134,3405,Donald Street,Donald St/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.94833,145.03811000000002
26135,3406,Highett Station,Highett Railway Station/Highett Rd (Highett),Kerbside,Highett,3190.0,Melbourne,Kingston,Greater Metro,-37.948682,145.04091200000002
26139,3410,Munro Avenue,Munro Ave/Bay Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.95677,145.04575
26140,3413,Nepean Highway,Nepean Hwy/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.965976,145.05951399999998
26144,3417,Warrigal Road,Warrigal Rd/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.9679,145.07516
26145,3418,Jacaranda Avenue,Jacaranda Ave/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.96825,145.07872
26146,3419,Hibiscus Avenue,Hibiscus Ave/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.968790999999996,145.08318500000001
26147,3420,DFO Centre,DFO/Centre Dandenong Rd (Cheltenham),Kerbside,Cheltenham,3192.0,Melbourne,Kingston,Greater Metro,-37.969576,145.089205
26150,3424,Ross Street,Ross St/Centre Dandenong Rd (Heatherton),Kerbside,Heatherton,3202.0,Melbourne,Kingston,Greater Metro,-37.971978,145.108319
26151,3425,Boundary Road,Boundary Rd/Centre Dandenong Rd (Dingley Village),Kerbside,Dingley Village,3172.0,Melbourne,Kingston,Greater Metro,-37.972595,145.11346799999998
26153,3473,Charman Road,Mentone Girls Secondary College/Balcombe Rd (Mentone),Kerbside,Mentone,3194.0,Melbourne,Kingston,Greater Metro,-37.980022999999996,145.053843
26155,3501,Deal Close,Deal Cl/Chapel Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.935837,145.049032
26158,3504,Rhonda Court,Rhonda Ct/Chapel Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.942977,145.047933
26161,3507,Rowans Road,Rowans Rd/Wickham Rd (Moorabbin),Kerbside,Moorabbin,3189.0,Melbourne,Kingston,Greater Metro,-37.946234000000004,145.05182
26203,14160,Mountain Hwy,Mountain Hwy/Station St (Bayswater),Kerbside,Bayswater,3153.0,Melbourne,Knox,Greater Metro,-37.84105,145.26666
26204,14161,Bayswater SC,Bayswater Shopping Centre/10 High St (Bayswater),Kerbside,Bayswater,3153.0,Melbourne,Knox,Greater Metro,-37.842777000000005,145.266355
26205,14162,Bayswater Uniting Church,Bayswater Uniting Church/Mountain Hwy (Bayswater),Kerbside,Bayswater,3153.0,Melbourne,Knox,Greater Metro,-37.842057000000004,145.26086999999998
26208,14165,Mountain Highway,Mountain Hwy/Stud Rd (Bayswater),Kerbside,Bayswater,3153.0,Melbourne,Knox,Greater Metro,-37.844226,145.24828
26209,14166,Leonard Street,Leonard St/Stud Rd (Bayswater),Bus Bay,Bayswater,3153.0,Melbourne,Knox,Greater Metro,-37.848226000000004,145.246084
26210,14172,Police Rd,Police Rd/Stud Rd (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.942066,145.23054299999998
26211,14173,Timbertop Dr,Timbertop Dr/Stud Rd (Rowville),Bus Bay,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.936283,145.23166899999998
26213,14175,Bergins Rd,Bergins Rd/Stud Rd (Rowville),Bus Bay,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.930083,145.23286299999998
26214,14176,Turramurra Dr,Turramurra Dr/Stud Rd (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.92338,145.23412
26215,14177,Stud Park SC,Stud Park Shopping Centre/Stud Rd (Rowville),Bus Bay,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.918181,145.23515
26218,14180,Kingsley Cl,Kingsley Cl/Stud Rd (Rowville),Kerbside,Rowville,3178.0,Melbourne,Knox,Greater Metro,-37.907176,145.237294
26219,14181,Centre Rd,Centre Rd/Stud Rd (Knoxfield),Kerbside,Knoxfield,3180.0,Melbourne,Knox,Greater Metro,-37.903618,145.23651
26220,14182,Ferntree Gully Rd,Ferntree Gully Rd/Stud Rd (Scoresby),Bus Bay,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.899892,145.23363600000002
26221,14183,Scoresby Village SC,Scoresby Village Shopping Centre/Stud Rd (Scoresby),Bus Bay,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.898117,145.23318
26222,14184,Glenifer Ave,Glenifer Ave/Stud Rd (Scoresby),Kerbside,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.895993,145.23308
26223,14186,Evans St,Evans St/Stud Rd (Scoresby),Bus Bay,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.892441,145.23308500000002
26226,14189,500 Stud Rd,500 Stud Rd (Scoresby),Kerbside,Scoresby,3179.0,Melbourne,Knox,Greater Metro,-37.882826,145.233125
26228,14191,Swinburne TAFE,Swinburne TAFE/Stud Rd (Wantirna South),Bus Bay,Wantirna South,3152.0,Melbourne,Knox,Greater Metro,-37.873745,145.233075
26229,14193,Ronald Road,Ronald Rd/Bayswater Rd (Croydon),Bus Bay,Croydon,3136.0,Melbourne,Maroondah,Greater Metro,-37.80748,145.27085
26231,14195,Belmont Road,Belmont Rd/Bayswater Rd (Croydon South),Kerbside,Croydon South,3136.0,Melbourne,Maroondah,Greater Metro,-37.81434,145.26921000000002
26246,2419,Spring Valley Reserve,Spring Valley Reserve/Spring Rd (Springvale South),Kerbside,Springvale South,3172.0,Melbourne,Greater Dandenong,Greater Metro,-37.966667,145.14028100000002
26250,2582,Jones Road,Jones Rd/Hemmings St (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.982569,145.200342
26254,2586,Princes Highway,Princes Hwy/Gladstone Rd (Dandenong),Kerbside,Dandenong,3175.0,Melbourne,Greater Dandenong,Greater Metro,-37.974787,145.203846
26264,2596,Halton Road,Halton Rd/Jacksons Rd (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.955016,145.19066999999998
26265,2597,Lower Terrace Cres,Lower Terrace Cres/Jacksons Rd (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.952401,145.191147
26267,2599,W J Turner,W J Turner Reserve/Jacksons Rd (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.948006,145.19186499999998
26271,2603,Jacksons Road,215 Jacksons Rd (Noble Park North),Kerbside,Noble Park North,3174.0,Melbourne,Greater Dandenong,Greater Metro,-37.938588,145.192483
26274,2608,Wellington Sec College,Wellington Secondary College/Police Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.934888,145.17026299999998
26281,2616,Heatherton Road,821 Heatherton Rd (Springvale),Kerbside,Springvale,3171.0,Melbourne,Greater Dandenong,Greater Metro,-37.9614,145.14459
26373,13385,Monomeith Street,Monomeith St/Bellara Dr (Mooroolbark),Kerbside,Mooroolbark,3138.0,Melbourne,Yarra Ranges,Greater Metro,-37.773068,145.307413
26374,13386,Kiama Court,Kiama Ct/Bellara Dr (Mooroolbark),Kerbside,Mooroolbark,3138.0,Melbourne,Yarra Ranges,Greater Metro,-37.772393,145.30256
26376,13438,Savanna Drive,Savanna Dr/Manchester Rd (Mooroolbark),Kerbside,Mooroolbark,3138.0,Melbourne,Yarra Ranges,Greater Metro,-37.765440999999996,145.31468600000002
